LocalTime;T;Po;P;Pa;U;DD
10.07.2017 06:00;16.7;761.2;762.5;0.3;89;Штиль
10.07.2017 03:00;16.8;760.9;762.2;0.2;84;Штиль
10.07.2017 00:00;18.3;760.7;762.1;0.1;80;Ветер
09.07.2017 21:00;21.7;760.6;761.8;0.6;66;Ветер
09.07.2017 18:00;24.2;760;761.3;-0.4;57;Ветер
09.07.2017 15:00;24.6;760.4;761.7;0.1;51;Ветер
09.07.2017 12:00;24;760.3;761.5;0.2;54;Ветер
09.07.2017 09:00;22.5;760.1;761.4;0.4;63;Ветер
09.07.2017 06:00;19.1;759.7;761;0;83;Ветер
09.07.2017 03:00;19.6;759.7;761;0;83;Ветер
09.07.2017 00:00;20.2;759.7;761;0.3;82;Штиль
08.07.2017 21:00;21.4;759.4;760.8;0.5;69;Ветер
08.07.2017 18:00;24.1;758.9;760.2;-0.2;71;Ветер
08.07.2017 15:00;24.9;759.1;760.3;-0.3;66;Ветер
08.07.2017 12:00;23.4;759.4;760.6;0.4;72;Ветер
08.07.2017 09:00;23.2;759;760.3;0.2;70;Ветер
08.07.2017 06:00;19.1;758.8;760.1;0.2;77;Ветер
08.07.2017 03:00;19.4;758.6;760;-0.5;79;Ветер
08.07.2017 00:00;19.6;759.1;760.5;0.8;81;Ветер
07.07.2017 21:00;21.4;758.3;759.7;1.1;79;Ветер
07.07.2017 18:00;23.7;757.2;758.5;0.7;61;Ветер
07.07.2017 15:00;25.2;756.5;757.8;-0.1;60;Ветер
07.07.2017 12:00;25;756.6;757.9;-0.1;71;Ветер
07.07.2017 09:00;24.1;756.7;757.9;0;69;Ветер
07.07.2017 06:00;20.8;756.7;758;-0.2;80;Ветер
07.07.2017 03:00;20.2;756.9;758.2;-1.3;85;Ветер
07.07.2017 00:00;20.8;758.2;759.4;-0.1;88;Ветер
06.07.2017 21:00;22.8;758.3;759.6;0;75;Ветер
06.07.2017 18:00;25.2;758.3;759.6;-0.8;72;Ветер
06.07.2017 15:00;25.6;759.1;760.3;-0.7;70;Ветер
06.07.2017 12:00;25.7;759.8;761.1;-0.2;64;Ветер
06.07.2017 09:00;25.8;760;761.2;0;59;Ветер
06.07.2017 06:00;19.8;760;761.4;-0.4;79;Ветер
06.07.2017 03:00;19.4;760.4;761.8;-0.2;85;Ветер
06.07.2017 00:00;20;760.6;761.9;-0.1;84;Ветер
05.07.2017 21:00;22.2;760.7;762;0.4;79;Ветер
05.07.2017 18:00;24.8;760.3;761.5;0.3;62;Ветер
05.07.2017 15:00;25.5;760;761.2;0.6;62;Ветер
05.07.2017 12:00;25.2;759.4;760.7;1.3;65;Ветер
05.07.2017 09:00;25.9;758.1;759.4;1.8;72;Ветер
05.07.2017 06:00;24.1;756.3;757.6;0.8;89;Ветер
05.07.2017 03:00;25.9;755.5;756.8;0.4;84;Ветер
05.07.2017 00:00;26.5;755.1;756.4;1.1;86;Ветер
04.07.2017 21:00;26.7;754;755.2;2.4;83;Ветер
04.07.2017 18:00;28;751.6;752.9;0.9;82;Ветер
04.07.2017 15:00;31.8;750.7;752;0.5;55;Ветер
04.07.2017 12:00;31.2;750.2;751.5;0.4;63;Ветер
04.07.2017 09:00;31;749.8;751.1;0.4;56;Ветер
04.07.2017 06:00;26;749.4;750.7;-0.3;78;Штиль
04.07.2017 03:00;23.6;749.7;751;-0.7;84;Ветер
04.07.2017 00:00;24.6;750.4;751.6;0.1;82;Ветер
03.07.2017 21:00;27.2;750.3;751.6;-0.2;72;Штиль
03.07.2017 18:00;29.6;750.5;751.8;-1;63;Ветер
03.07.2017 15:00;31.8;751.5;752.8;-0.9;49;Ветер
03.07.2017 12:00;29.8;752.4;753.7;-0.7;65;Ветер
03.07.2017 09:00;27.8;753.1;754.3;0;75;Ветер
03.07.2017 06:00;23.7;753.1;754.4;0.3;81;Ветер
03.07.2017 03:00;23.5;752.8;754.1;-0.4;76;Ветер
03.07.2017 00:00;26.4;753.2;754.5;0;60;Ветер
02.07.2017 21:00;27.6;753.2;754.5;-0.3;59;Ветер
02.07.2017 18:00;29.8;753.5;754.8;-0.8;71;Ветер
02.07.2017 15:00;29;754.3;755.6;-1.2;74;Ветер
02.07.2017 12:00;27.4;755.5;756.8;-0.7;77;Ветер
02.07.2017 09:00;26.4;756.2;757.5;-0.7;76;Ветер
02.07.2017 06:00;22.2;756.9;758.2;-1;91;Ветер
02.07.2017 03:00;22.7;757.9;759.1;0;89;Ветер
02.07.2017 00:00;22.9;757.9;759.1;0.2;84;Ветер
01.07.2017 21:00;25;757.7;759;-0.2;87;Ветер
01.07.2017 18:00;26.4;757.9;759.2;-1.1;79;Ветер
01.07.2017 15:00;27.4;759;760.3;-1.1;77;Ветер
01.07.2017 12:00;26.8;760.1;761.4;-0.1;75;Ветер
01.07.2017 09:00;25.6;760.2;761.5;0.8;69;Ветер
01.07.2017 06:00;21.6;759.4;760.7;0.3;87;Ветер
01.07.2017 03:00;21.4;759.1;760.4;0.1;91;Ветер
01.07.2017 00:00;22.7;759;760.3;0.2;88;Ветер
30.06.2017 21:00;25;758.8;760.1;0.6;78;Ветер
30.06.2017 18:00;26.4;758.2;759.4;-0.3;69;Ветер
30.06.2017 15:00;26.4;758.5;759.7;-0.4;71;Ветер
30.06.2017 12:00;26.5;758.9;760.2;0.2;74;Ветер
30.06.2017 09:00;25.4;758.7;760;0.5;76;Ветер
30.06.2017 06:00;22.2;758.2;759.5;0.1;90;Штиль
30.06.2017 03:00;23.2;758.1;759.4;0.2;88;Ветер
30.06.2017 00:00;23.4;757.9;759.2;0.1;86;Ветер
29.06.2017 21:00;24.1;757.8;759.1;0.7;82;Ветер
29.06.2017 18:00;25.8;757.1;758.4;-0.3;73;Ветер
29.06.2017 15:00;26.4;757.4;758.7;-0.5;75;Ветер
29.06.2017 12:00;26.2;757.9;759.2;0.3;75;Ветер
29.06.2017 09:00;25;757.6;758.9;0.3;78;Ветер
29.06.2017 06:00;21.2;757.3;758.5;0.1;90;Ветер
29.06.2017 03:00;21.2;757.2;758.5;0.1;89;Ветер
29.06.2017 00:00;20.5;757.1;758.5;0.1;92;Ветер
28.06.2017 21:00;23;757;758.3;0.3;89;Ветер
28.06.2017 18:00;25.4;756.7;757.9;-0.6;76;Ветер
28.06.2017 15:00;26.3;757.3;758.5;-0.3;76;Ветер
28.06.2017 12:00;25.6;757.6;758.9;-0.2;75;Ветер
28.06.2017 09:00;23.6;757.8;759.1;0.1;88;Ветер
28.06.2017 06:00;22;757.7;759;-0.1;95;Ветер
28.06.2017 03:00;23.4;757.8;759.1;0.2;90;Ветер
28.06.2017 00:00;23.6;757.6;758.9;-0.1;89;Ветер
27.06.2017 21:00;23.6;757.7;759;1.2;91;Ветер
27.06.2017 18:00;25;756.5;757.8;-0.2;86;Ветер
27.06.2017 15:00;25.8;756.7;758;0;79;Ветер
27.06.2017 12:00;27.4;756.7;757.9;0;67;Ветер
27.06.2017 09:00;25;756.7;758;0.2;67;Ветер
27.06.2017 06:00;20;756.5;757.9;-0.2;81;Штиль
27.06.2017 03:00;20.2;756.7;758.1;-0.6;87;Ветер
27.06.2017 00:00;19.8;757.3;758.6;0.3;92;Ветер
26.06.2017 21:00;22.4;757;758.2;-0.2;89;Ветер
26.06.2017 18:00;24;757.2;758.5;-1;71;Ветер
26.06.2017 15:00;24.6;758.2;759.4;-1.8;70;Ветер
26.06.2017 12:00;24;760;761.3;-0.6;72;Ветер
26.06.2017 09:00;24.2;760.6;761.8;0;65;Ветер
26.06.2017 06:00;18.4;760.6;761.9;-0.4;81;Ветер
26.06.2017 03:00;24.2;760.6;761.8;-0.6;65;Ветер
26.06.2017 00:00;18.4;761.2;762.6;0;90;Штиль
25.06.2017 21:00;21;761.2;762.5;0.2;84;Ветер
25.06.2017 18:00;24.4;761;762.3;0;68;Ветер
25.06.2017 15:00;24.6;761;762.3;-0.2;68;Ветер
25.06.2017 12:00;20.2;761.2;762.5;1.2;93;Ветер
25.06.2017 09:00;22.6;760;761.3;1;86;Ветер
25.06.2017 06:00;19.8;759;760.3;0.8;73;Ветер
25.06.2017 03:00;19.2;758.2;759.5;-0.1;89;Ветер
25.06.2017 00:00;20.4;758.3;759.7;1.6;89;Ветер
24.06.2017 21:00;22.2;756.7;758;-1;79;Ветер
24.06.2017 18:00;24.5;757.7;759;-0.3;65;Ветер
24.06.2017 15:00;24.8;758;759.3;-1.1;65;Ветер
24.06.2017 12:00;23.8;759.1;760.3;-0.3;75;Ветер
24.06.2017 09:00;22.8;759.4;760.6;-0.3;65;Ветер
24.06.2017 06:00;18.2;759.7;761;-0.1;79;Ветер
24.06.2017 03:00;18.4;759.8;761.2;-0.8;81;Ветер
24.06.2017 00:00;18.8;760.6;761.9;0;90;Ветер
23.06.2017 21:00;21.4;760.6;761.8;0.1;86;Ветер
23.06.2017 18:00;23.4;760.5;761.8;-0.4;68;Ветер
23.06.2017 15:00;23;760.9;762.1;-0.6;75;Ветер
23.06.2017 12:00;22.8;761.5;762.7;0.6;66;Ветер
23.06.2017 09:00;22.4;760.9;762.1;0.9;76;Ветер
23.06.2017 06:00;18.6;760;761.4;0.3;84;Ветер
23.06.2017 03:00;18.6;759.7;761.1;-0.3;88;Ветер
23.06.2017 00:00;18.2;760;761.3;0.5;90;Ветер
22.06.2017 21:00;21.4;759.5;760.8;0.8;78;Ветер
22.06.2017 18:00;22.8;758.7;760;0;72;Ветер
22.06.2017 15:00;23.2;758.7;760;-0.1;73;Ветер
22.06.2017 12:00;23;758.8;760;0.8;73;Ветер
22.06.2017 09:00;22.8;758;759.3;0.4;72;Ветер
22.06.2017 06:00;18.6;757.6;758.9;0.3;87;Ветер
22.06.2017 03:00;19.4;757.3;758.7;0;88;Ветер
22.06.2017 00:00;19.6;757.3;758.7;0.2;89;Штиль
21.06.2017 21:00;21;757.1;758.5;0.5;80;Штиль
21.06.2017 18:00;22.4;756.6;757.9;-0.3;71;Ветер
21.06.2017 15:00;22.8;756.9;758.2;0.2;69;Ветер
21.06.2017 12:00;22.2;756.7;758;0.3;65;Ветер
21.06.2017 09:00;20.8;756.4;757.8;0;75;Ветер
21.06.2017 06:00;17;756.4;757.8;0.1;92;Ветер
21.06.2017 03:00;16.7;756.3;757.6;-0.1;95;Ветер
21.06.2017 00:00;18.6;756.4;757.7;0.1;90;Ветер
20.06.2017 21:00;19.9;756.3;757.6;0.8;85;Штиль
20.06.2017 18:00;20.8;755.5;756.9;0.1;77;Ветер
20.06.2017 15:00;20.6;755.4;756.7;0.1;78;Ветер
20.06.2017 12:00;18.6;755.3;756.7;0.9;92;Ветер
20.06.2017 09:00;17.6;754.4;755.8;0.9;95;Ветер
20.06.2017 06:00;18;753.5;754.8;-0.5;94;Ветер
20.06.2017 03:00;17.6;754;755.3;-1;96;Ветер
20.06.2017 00:00;18;755;756.4;0.4;96;Ветер
19.06.2017 21:00;19.6;754.6;756;0.3;84;Ветер
19.06.2017 18:00;20.1;754.3;755.6;-0.8;78;Ветер
19.06.2017 15:00;20.1;755.1;756.4;-0.8;85;Ветер
19.06.2017 12:00;18.6;755.9;757.3;0.4;92;Ветер
19.06.2017 09:00;18;755.5;756.8;-0.6;92;Ветер
19.06.2017 06:00;17.4;756.1;757.5;0.6;94;Ветер
19.06.2017 03:00;18;755.5;756.9;-0.5;89;Ветер
19.06.2017 00:00;19;756;757.3;0.1;87;Ветер
18.06.2017 21:00;21;755.9;757.3;0.5;68;Ветер
18.06.2017 18:00;21.6;755.4;756.7;0.2;61;Ветер
18.06.2017 15:00;22.7;755.2;756.5;0.2;61;Ветер
18.06.2017 12:00;24.9;755;756.3;0.2;35;Ветер
18.06.2017 09:00;22.4;754.8;756.1;0.2;55;Штиль
18.06.2017 06:00;15.2;754.6;756;-0.4;81;Ветер
18.06.2017 03:00;14.3;755;756.4;-1;91;Ветер
18.06.2017 00:00;14.9;756;757.3;-0.7;91;Штиль
17.06.2017 21:00;18.4;756.7;758;-0.5;77;Ветер
17.06.2017 18:00;20.8;757.2;758.5;-4.1;62;Ветер
17.06.2017 15:00;21.7;761.3;760;1.1;52;Ветер
17.06.2017 12:00;20.8;760.2;761.5;-0.4;62;Ветер
17.06.2017 09:00;20.4;760.6;761.9;-1.1;55;Ветер
17.06.2017 06:00;14.9;761.7;763;-0.2;76;Ветер
17.06.2017 03:00;13.9;761.9;763.3;-0.5;83;Ветер
17.06.2017 00:00;14.4;762.4;763.8;0.3;85;Ветер
16.06.2017 21:00;15.8;762.1;763.5;0;82;Ветер
16.06.2017 18:00;17.6;762.1;763.4;0.6;76;Ветер
16.06.2017 15:00;19.5;761.5;762.9;0.6;70;Ветер
16.06.2017 12:00;20;760.9;762.2;0.2;62;Ветер
16.06.2017 09:00;15.1;760.7;762.1;1.1;93;Ветер
16.06.2017 06:00;14.9;759.6;760.9;0.4;88;Ветер
16.06.2017 03:00;16.6;759.2;760.6;-0.3;90;Ветер
16.06.2017 00:00;18.6;759.5;760.9;-0.3;68;Ветер
15.06.2017 21:00;19.6;759.8;761.2;0.4;76;Ветер
15.06.2017 18:00;23.1;759.4;760.7;0.6;52;Ветер
15.06.2017 15:00;23.2;758.8;760.1;1.3;67;Ветер
15.06.2017 12:00;22;757.5;758.8;1.3;77;Ветер
15.06.2017 09:00;20.6;756.2;757.6;1;80;Ветер
15.06.2017 06:00;18.9;755.2;756.5;0.9;94;Штиль
15.06.2017 03:00;19.3;754.3;755.7;-0.5;88;Ветер
15.06.2017 00:00;19.4;754.8;756.1;0;86;Ветер
14.06.2017 21:00;21.4;754.8;756.1;1;81;Штиль
14.06.2017 18:00;23;753.8;755.1;-0.2;71;Ветер
14.06.2017 15:00;23;754;755.3;0.3;66;Ветер
14.06.2017 12:00;24.4;753.7;754.9;-0.2;62;Ветер
14.06.2017 09:00;24;753.9;755.2;-1;54;Ветер
14.06.2017 06:00;16.4;754.9;756.3;-0.5;85;Штиль
14.06.2017 03:00;16.1;755.4;756.7;-1.2;89;Ветер
14.06.2017 00:00;17.6;756.6;757.9;-0.7;85;Ветер
13.06.2017 21:00;21;757.3;758.6;-0.5;70;Ветер
13.06.2017 18:00;23;757.8;759.1;-1.2;64;Ветер
13.06.2017 15:00;23;759;760.3;-1;70;Ветер
13.06.2017 12:00;22.7;760;761.2;0.4;68;Ветер
13.06.2017 09:00;22.6;759.6;760.9;0.1;57;Ветер
13.06.2017 06:00;16.8;759.5;760.9;0.1;78;Ветер
13.06.2017 03:00;16.8;759.4;760.7;-0.3;83;Ветер
13.06.2017 00:00;18.2;759.7;761;0.3;82;Ветер
12.06.2017 21:00;20.7;759.4;760.7;0.3;75;Ветер
12.06.2017 18:00;22.5;759.1;760.4;-0.3;64;Ветер
12.06.2017 15:00;23.3;759.4;760.6;0.6;60;Ветер
12.06.2017 12:00;23.4;758.8;760;0.5;57;Ветер
12.06.2017 09:00;21.6;758.3;759.7;0.4;67;Ветер
12.06.2017 06:00;19.1;757.9;759.2;0.2;87;Ветер
12.06.2017 03:00;19;757.7;759.1;-0.2;95;Ветер
12.06.2017 00:00;18.8;757.9;759.2;0;93;Ветер
11.06.2017 21:00;20.2;757.9;759.3;0.1;87;Ветер
11.06.2017 18:00;21.9;757.8;759.1;0.1;82;Ветер
11.06.2017 15:00;22.6;757.7;759;0.2;76;Ветер
11.06.2017 12:00;22;757.5;758.8;0.2;74;Ветер
11.06.2017 09:00;21.6;757.3;758.5;0.2;82;Ветер
11.06.2017 06:00;18.8;757.1;758.5;0.2;94;Ветер
11.06.2017 03:00;18.9;756.9;758.2;-0.1;95;Ветер
11.06.2017 00:00;19.1;757;758.3;0.3;93;Штиль
10.06.2017 21:00;21;756.7;758.1;0.5;88;Ветер
10.06.2017 18:00;22.6;756.2;757.5;0.7;81;Ветер
10.06.2017 15:00;23.4;755.5;756.7;-0.3;72;Ветер
10.06.2017 12:00;22.6;755.8;757.1;0.4;79;Ветер
10.06.2017 09:00;21.4;755.4;756.7;-0.2;90;Ветер
10.06.2017 06:00;21;755.6;757;0.2;85;Штиль
10.06.2017 03:00;21.3;755.4;756.7;-0.9;85;Ветер
10.06.2017 00:00;21.1;756.3;757.6;0.8;90;Ветер
09.06.2017 21:00;21.6;755.5;756.8;0.6;89;Ветер
09.06.2017 18:00;24.2;754.9;756.2;-0.6;78;Ветер
09.06.2017 15:00;25.2;755.5;756.8;-0.6;78;Ветер
09.06.2017 12:00;26.1;756.1;757.4;-0.5;64;Ветер
09.06.2017 09:00;25;756.6;757.9;-0.1;70;Ветер
09.06.2017 06:00;19.6;756.7;758.1;-0.5;85;Штиль
09.06.2017 03:00;18.1;757.2;758.5;-0.8;94;Штиль
09.06.2017 00:00;19.2;758;759.4;-0.2;93;Ветер
08.06.2017 21:00;21.1;758.2;759.5;0;89;Ветер
08.06.2017 18:00;23.2;758.2;759.4;-1.2;77;Ветер
08.06.2017 15:00;23.8;759.4;760.6;-0.4;74;Ветер
08.06.2017 12:00;23.8;759.8;761.1;-0.5;69;Ветер
08.06.2017 09:00;22;760.3;761.6;-0.1;76;Штиль
08.06.2017 06:00;19.4;760.4;761.8;0;81;Ветер
08.06.2017 03:00;19.4;760.4;761.8;-0.3;85;Ветер
08.06.2017 00:00;20.2;760.7;762.1;0;85;Ветер
07.06.2017 21:00;20.8;760.7;762.1;0.6;95;Ветер
07.06.2017 18:00;21.4;760.1;761.4;0.2;86;Ветер
07.06.2017 15:00;22;759.9;761.2;0.2;82;Ветер
07.06.2017 12:00;22;759.7;760.9;0.6;84;Ветер
07.06.2017 09:00;22.3;759.1;760.3;0.8;80;Ветер
07.06.2017 06:00;20;758.3;759.7;0.1;89;Ветер
07.06.2017 03:00;21;758.2;759.5;0.2;89;Ветер
07.06.2017 00:00;21.6;758;759.3;1.3;86;Ветер
06.06.2017 21:00;22.4;756.7;758;0.7;78;Ветер
06.06.2017 18:00;24.2;756;757.3;0.8;68;Ветер
06.06.2017 15:00;28.5;755.2;756.4;-2.2;54;Ветер
06.06.2017 12:00;27.2;757.4;758.7;0.9;50;Ветер
06.06.2017 09:00;24.4;756.5;757.8;-1.1;56;Ветер
06.06.2017 06:00;19.2;757.6;759;0;74;Штиль
06.06.2017 03:00;20.4;757.6;758.9;0.9;65;Ветер
06.06.2017 00:00;21.4;756.7;758.1;-0.3;62;Ветер
05.06.2017 21:00;21.3;757;758.3;-0.4;75;Ветер
05.06.2017 18:00;24.1;757.4;758.7;-1.4;57;Ветер
05.06.2017 15:00;23.9;758.8;760.1;-1.2;68;Ветер
05.06.2017 12:00;24.4;760;761.2;-0.6;61;Ветер
05.06.2017 09:00;24;760.6;761.8;0.4;44;Ветер
05.06.2017 06:00;17;760.2;761.5;-0.2;70;Ветер
05.06.2017 03:00;16.4;760.4;761.8;-0.1;77;Ветер
05.06.2017 00:00;16.8;760.5;761.8;0.1;79;Ветер
04.06.2017 21:00;19.3;760.4;761.8;0.3;72;Ветер
04.06.2017 18:00;23.2;760.1;761.4;-1.1;54;Ветер
04.06.2017 15:00;23.4;761.2;762.4;-0.6;54;Ветер
04.06.2017 12:00;22.3;761.8;763;-0.1;67;Ветер
04.06.2017 09:00;22;761.9;763.2;0.6;58;Ветер
04.06.2017 06:00;15.3;761.3;762.7;0;84;Штиль
04.06.2017 03:00;14.6;761.3;762.7;-0.3;91;Ветер
04.06.2017 00:00;15.8;761.6;763;0.1;88;Ветер
03.06.2017 21:00;18.8;761.5;762.9;0.2;92;Ветер
03.06.2017 18:00;20.8;761.3;762.7;-0.5;80;Ветер
03.06.2017 15:00;21.8;761.8;763;-0.1;79;Ветер
03.06.2017 12:00;21.4;761.9;763.3;0.6;71;Ветер
03.06.2017 09:00;19.8;761.3;762.7;0.7;71;
03.06.2017 06:00;17.7;760.6;761.9;0;80;Ветер
03.06.2017 03:00;17.5;760.6;762;-0.2;80;Ветер
03.06.2017 00:00;16.9;760.8;762.1;-0.1;78;Ветер
02.06.2017 21:00;17.2;760.9;762.3;0.1;76;Ветер
02.06.2017 18:00;20.8;760.8;762.1;0.3;52;Ветер
02.06.2017 15:00;20.4;760.5;761.8;0;71;Ветер
02.06.2017 12:00;19.7;760.5;761.8;0.3;78;Ветер
02.06.2017 09:00;19.2;760.2;761.5;0.5;82;Ветер
02.06.2017 06:00;16.4;759.7;761;0;92;Ветер
02.06.2017 03:00;17.1;759.7;761;-0.9;92;Ветер
02.06.2017 00:00;18;760.6;761.9;0.5;87;Ветер
01.06.2017 21:00;18.4;760.1;761.5;0.4;84;Штиль
01.06.2017 18:00;20.2;759.7;761;-0.5;78;Ветер
01.06.2017 15:00;20.9;760.2;761.5;-0.1;78;Ветер
01.06.2017 12:00;20.4;760.3;761.7;0.3;76;Ветер
01.06.2017 09:00;19.2;760;761.4;0;73;Ветер
01.06.2017 06:00;15.5;760;761.3;-0.3;89;Ветер
01.06.2017 03:00;16.2;760.3;761.6;-0.6;93;Ветер
01.06.2017 00:00;18;760.9;762.2;0.3;88;Ветер
31.05.2017 21:00;18.7;760.6;762;0.3;85;Ветер
31.05.2017 18:00;20;760.3;761.7;-0.6;80;Ветер
31.05.2017 15:00;21.3;760.9;762.2;-0.3;72;Ветер
31.05.2017 12:00;19.4;761.2;762.5;0.9;84;Ветер
31.05.2017 09:00;19;760.3;761.6;1;83;Ветер
31.05.2017 06:00;17.6;759.3;760.6;-0.6;89;Штиль
31.05.2017 03:00;18.3;759.9;761.2;0.8;86;Ветер
31.05.2017 00:00;19;759.1;760.5;0.7;88;Ветер
30.05.2017 21:00;19.5;758.4;759.7;0.5;89;Ветер
30.05.2017 18:00;20.7;757.9;759.2;-0.3;81;Ветер
30.05.2017 15:00;22.2;758.2;759.5;-0.6;70;Ветер
30.05.2017 12:00;21.7;758.8;760.1;0.6;72;Ветер
30.05.2017 09:00;20.2;758.2;759.6;-0.3;81;Штиль
30.05.2017 06:00;16.8;758.5;759.9;-0.2;92;Ветер
30.05.2017 03:00;17.4;758.7;760;-0.1;93;Ветер
30.05.2017 00:00;17.2;758.8;760.2;-0.2;88;Ветер
29.05.2017 21:00;18;759;760.3;-0.4;92;Ветер
29.05.2017 18:00;19.5;759.4;760.8;-1.3;83;Ветер
29.05.2017 15:00;20.5;760.7;762.1;-2.1;75;Ветер
29.05.2017 12:00;19.6;762.8;764.2;-0.1;78;Ветер
29.05.2017 09:00;19.3;762.9;764.2;0.1;75;Ветер
29.05.2017 06:00;16;762.8;764.2;-0.2;93;Ветер
29.05.2017 03:00;16.8;763;764.3;-0.3;88;Ветер
29.05.2017 00:00;17.8;763.3;764.6;0.7;82;Ветер
28.05.2017 21:00;18.2;762.6;763.9;1;80;Ветер
28.05.2017 18:00;18.9;761.6;763;0.7;75;Ветер
28.05.2017 15:00;19.5;760.9;762.3;0.3;74;Ветер
28.05.2017 12:00;19.8;760.6;761.9;0.8;79;Ветер
28.05.2017 09:00;18.3;759.8;761.2;0.1;81;Ветер
28.05.2017 06:00;15.1;759.7;761;0.5;85;Ветер
28.05.2017 03:00;15.4;759.2;760.6;0.3;87;Ветер
28.05.2017 00:00;14.9;758.9;760.3;1;85;Ветер
27.05.2017 21:00;16.3;757.9;759.3;0.9;78;Ветер
27.05.2017 18:00;20.2;757;758.4;-0.4;54;Ветер
27.05.2017 15:00;20.4;757.4;758.8;-0.2;65;Ветер
27.05.2017 12:00;21.6;757.6;758.9;-0.2;57;Ветер
27.05.2017 09:00;18.4;757.8;759.1;0.7;64;Ветер
27.05.2017 06:00;14;757.1;758.5;-0.5;78;Ветер
27.05.2017 03:00;14.9;757.6;758.9;0;69;Ветер
27.05.2017 00:00;15.7;757.6;758.9;0.6;70;Ветер
26.05.2017 21:00;18.2;757;758.4;-0.2;64;Ветер
26.05.2017 18:00;23.8;757.2;758.5;-1.3;39;Ветер
26.05.2017 15:00;22.8;758.5;759.7;-1;41;Ветер
26.05.2017 12:00;22.2;759.5;760.9;;42;Штиль
26.05.2017 09:00;21.8;759.7;761;;45;Штиль
26.05.2017 06:00;12.7;760.1;761.5;;74;Штиль
26.05.2017 03:00;11;760.5;761.8;;89;Штиль
26.05.2017 00:00;11.4;761.2;762.5;;90;Штиль
25.05.2017 21:00;13.2;761.3;762.7;;94;Ветер
25.05.2017 18:00;17.8;761.6;763;;56;Ветер
25.05.2017 15:00;18.4;762.2;763.6;-0.2;56;Ветер
25.05.2017 12:00;17.6;762.4;763.8;-0.6;63;Ветер
25.05.2017 09:00;15.3;763;764.3;0.2;74;Штиль
25.05.2017 06:00;11.7;762.8;764.2;-0.1;94;Штиль
25.05.2017 03:00;11.4;762.9;764.2;-0.7;95;Штиль
25.05.2017 00:00;12.3;763.6;765;0;93;Ветер
24.05.2017 21:00;13.4;763.6;764.9;0.5;90;Ветер
24.05.2017 18:00;15.3;763.1;764.5;-0.2;78;Ветер
24.05.2017 15:00;15.7;763.3;764.7;0.5;72;Ветер
24.05.2017 12:00;14.9;762.8;764.2;0.4;78;Ветер
24.05.2017 09:00;13.1;762.4;763.8;0.6;93;Ветер
24.05.2017 06:00;11.7;761.8;763.2;0.1;97;Ветер
24.05.2017 03:00;11.9;761.7;763;-0.2;96;Штиль
24.05.2017 00:00;12;761.9;763.3;0.2;95;Ветер
23.05.2017 21:00;12.6;761.7;763;1.3;97;Ветер
23.05.2017 18:00;13.1;760.4;761.8;1.3;96;Ветер
23.05.2017 15:00;15.1;759.1;760.4;0.9;84;Ветер
23.05.2017 12:00;15.6;758.2;759.6;-0.1;87;Ветер
23.05.2017 09:00;13.5;758.3;759.7;0.5;94;Ветер
23.05.2017 06:00;12.5;757.8;759.1;0.1;97;Ветер
23.05.2017 03:00;12.9;757.7;759.1;-0.6;97;Ветер
23.05.2017 00:00;13;758.3;759.7;0.1;97;Ветер
22.05.2017 21:00;14.3;758.2;759.5;1.5;86;Штиль
22.05.2017 18:00;14.1;756.7;758;-0.4;88;Ветер
22.05.2017 15:00;14.1;757.1;758.5;1.3;90;Ветер
22.05.2017 12:00;16.4;755.8;757.1;0.3;77;Ветер
22.05.2017 09:00;13.7;755.5;756.8;0.1;85;
22.05.2017 06:00;12.1;755.4;756.7;-0.4;91;Штиль
22.05.2017 03:00;10.8;755.8;757.1;-0.8;95;Ветер
22.05.2017 00:00;11.7;756.6;757.9;-0.2;94;Ветер
21.05.2017 21:00;13.1;756.8;758.2;-0.1;88;Ветер
21.05.2017 18:00;16;756.9;758.2;-0.2;67;Ветер
21.05.2017 15:00;16.3;757.1;758.5;-0.1;75;Ветер
21.05.2017 12:00;14.9;757.2;758.5;0.5;86;Ветер
21.05.2017 09:00;13.1;756.7;758.1;0.4;94;Ветер
21.05.2017 06:00;11.7;756.3;757.6;-0.2;96;Штиль
21.05.2017 03:00;11.9;756.5;757.9;-1;96;Ветер
21.05.2017 00:00;12;757.5;758.8;-0.3;96;Ветер
20.05.2017 21:00;12.6;757.8;759.1;0.5;96;Ветер
20.05.2017 18:00;14.5;757.3;758.6;0.5;89;Ветер
20.05.2017 15:00;14.5;756.8;758.2;0.6;85;Штиль
20.05.2017 12:00;14.1;756.2;757.6;0.8;95;Ветер
20.05.2017 09:00;13.5;755.4;756.7;0.5;99;Ветер
20.05.2017 06:00;13.9;754.9;756.3;-0.6;96;Ветер
20.05.2017 03:00;14.1;755.5;756.8;-1.2;95;Штиль
20.05.2017 00:00;13.9;756.7;758;-0.6;97;Штиль
19.05.2017 21:00;14.6;757.3;758.7;0;96;Ветер
19.05.2017 18:00;15.4;757.3;758.6;-0.2;91;Ветер
19.05.2017 15:00;16.3;757.5;758.8;-0.9;80;Ветер
19.05.2017 12:00;15.8;758.4;759.7;-0.4;89;Ветер
19.05.2017 09:00;13.7;758.8;760.2;0.3;94;Ветер
19.05.2017 06:00;14.1;758.5;759.8;-0.4;99;Ветер
19.05.2017 03:00;14.7;758.9;760.3;-1.1;94;Ветер
